index,推荐课程名称,授课老师,课程对应专业,平台及链接,推荐人ID,推荐人专业,推荐语,推荐日期
756,《求知讲堂C语言/C++视频99天完整版 学完可就业》,求知课堂,计算机专业C语言,[B站](https://www.bilibili.com/video/BV19z4y1Q7fm),潇湘,计算机,, 
757,《GAMES101-现代计算机图形学入门》,闫令琪,计算机图形学,[B站](https://www.bilibili.com/video/BV1X7411F744),zeuswe,计算机技术,讲解十分精彩的计算机图形学入门课程,2021-02-08 00:00:00
758,《计算机二级MS Office》,小黑老师,计算机应用,[B站](https://www.bilibili.com/video/BV1Xt411g7jT),等七人合体,旅游管理,老师讲课细致，语言很幽默，学起来很有兴趣，对于小白来说很有用，细节也很多都讲到了,2021-01-20 00:00:00
759,《算法导论》,偷得半日来学习（转载）,计算机科学/算法,[B站](https://www.bilibili.com/video/BV1h7411M73b),PBZ-CICN,计算机科学,MIT的课程 教材比较难 但是这个课很易懂很有用, 
760,《数据库系统》,战德臣,计算机科学与技术,[中国大学MOOC](https://www.icourse163.org/course/HIT-1001516002),星海的游吟诗人, ,根据相关国外教材讲解，内容优质全面。哈工大的计算机科学课程有保障,2021-01-16 00:00:00
761,《数据结构与算法基础》,王卓,计算机科学与技术,[B站](https://www.bilibili.com/video/BV1Ts411c7ZX),樊老师的刘同学,计算机科学与技术,老师讲的数据结构很细致，非常适合刚入门的对C语言还不是特别熟悉的同学,2021-02-08 00:00:00
762,《汇编语言程序设计》,钱晓捷、张青,计算机科学与技术,[中国大学MOOC](https://www.icourse163.org/course/ZZU-1001796025?tid=1206810211),HelloMorld,计算机科学与技术,讲解清晰，循序渐进，没有废话。,2021-02-08 00:00:00
763,《离散数学》,刘田 屈婉玲 王捍贫,计算机科学与技术,[爱课程](http://www.icourses.cn/sCourse/course_6447.html),星海的游吟诗人, ,北大讲师，国家精品课，内容较完整,2021-01-16 00:00:00
764,《C语言》,郝斌,计算机科学与技术/开发语言,[无](https://www.bilibili.com/video/BV1os411h77o),这个是霖霖,计算机科学与技术,很适合0基础学习C语言的同学，特别是自学的同学！,2022-01-02 19:35:53
765,《软件分析》,李樾，谭添,计算机科学与技术，软件工程等,B站,五月天山雪,信息安全,南京大学的软件分析公开课，详情可以进课程主页了解，还可以下载课件。,2021-12-18 02:13:58
766,《软件分析技术》,熊英飞,计算机科学与技术，软件工程等,B站,五月天山雪,信息安全,老师个人主页里还有编程语言和软件理论的课， 不过主页只有ppt和作业，视频在b站有,2021-12-18 02:09:21
767,《C#编程技术基础》,刘真真,计算机编程,[网易公开课](https://study.163.com/course/courseMain.htm?courseId=1209746822&_trace_c_p_k2_=2a7e93957b3e47d386646ae75b8346e8),邪恶主席,软件编程,"讲得比较有趣不会太无聊,而且比较详细,对初学者很友好",2021-12-27 22:21:41
768,《Java基础》,颜群,计算机编程,B站,丨等你下课丨,计算机,我学习Java的入门课，也是我印象最深的课。老师很厉害，讲的很全面、细致。,2021-12-17 20:11:16
769,《Java0基础教程_Java零基础入门到精通Ⅰ》,阿拓老师,计算机编程语言,B站,风-城-烟-雨,Java基础,阿拓老师讲的Java基础非常的透彻，非常的全面，是一个体系的，很建议新手入门，特别是对Java有恐惧症的！！,2021-02-09 00:00:00
770,《尚学堂java就业班全套视频》,**,计算机编程语言,B站,风-城-烟-雨,Java全栈,这个课程很全面，适合选完java基础的同学（注解反射、IO框架）之后的同学进行学习，里面有MySQL数据库、spring、等一些架构，建议学完。,2021-02-09 00:00:00
771,《计算机软件分析基础》,谭添 李樾,计算机编程语言,B站,鸽仔Noobi,计算机科学与技术,首先，老师很帅。其次，推荐给编程语言感兴趣的又有一定离散数学基础的同学观看！南京大学 计算机编译原理的进阶课程。本课程将揭开你关于IDE、漏洞自动分析等应用的面纱，是程序静态分析方向不可多得的优秀资源！,2021-12-19 01:09:27
772,《【零基础 快速学Java】韩顺平 零基础30天学会Java》,韩顺平,计算机编程语言 / Java,B站,青橙,软件工程,我愿称之为b站最好，最良心的Java基础讲解，没有之一！！！,2021-12-18 17:54:39
773,《计算机网路微课堂》,湖南大学教书匠,计算机网络,[B站](https://www.bilibili.com/video/BV1c4411d7jb),诸君共勉,通信工程,无论是专业基础课还是考研都可用，讲解超通俗易懂，看完一遍能挂有鬼。B站每日发布考研练习题。,2021-12-26 08:54:51
774,《训诂学》,李鹃娟,训诂学,B站,穆穆,古代文学,, 
775,《KEYSHOT 基本攻略》,robodoll,设计,B站,某鹿,工业设计,借助案例教学，简单易懂且细致, 
776,《PhotoShop》,Nemanja Sekulic,设计,[其他](https://huke88.com/teacher/3104534.html),南风圣光,推荐课程与本人专业无关,这门课不仅能够学到很多PS的使用技巧，更重要的是老师的想象力天马行空，可以给我们很多的启发，顺便还能练练英语听力,2021-01-16 00:00:00
777,《设计》,b站up主oooooohmygosh,设计,B站,东方月圆,设计,硬盒且有趣,2021-01-18 00:00:00
778,《3dmax建模+vray5渲染+动画》,3dmax陈莫,设计/设计软件,[B站](https://www.bilibili.com/video/BV1YM4y1T7ge),学3d的学生,环境艺术设计,, 
779,《人人爱设计上》、《人人爱设计下》,王芬,设计思维,[中国大学MOOC](http://163.lu/MJq3O1),卢大大大侠,设计学,对刚开始接触设计的专业同学非常有帮助，锻炼思维能力，专业性较强，但不枯燥，感兴趣的同学学习也没有压力的,2021-02-08 00:00:00
780,《创意思维训练》,曹黄,设计思维,[中国大学MOOC](http://163.lu/MQFAP1),卢大大大侠,设计学,探讨图形创意，图案创意的方法，适合视觉设计，服装设计，产品设计专业同学观看，非常的有干货！,2021-02-08 00:00:00
781,《财务报表分析》,张新民老师,财务报表分析,[B站](https://www.icourse163.org/course/UIBE-1003252013),张二麻,财务管理,适合不想再当韭菜的人，B站上的投资视频看看就好，真想通过投资达到财务自由实现人格独立，做好本职工作再努力下苦功，就从张老师的课程来看吧，如果链接消失，百度搜索张新民老师查找相应课程。,2021-02-07 00:00:00
782,《行政管理》,罗想,费,无,https://docs.qq.com/sheet/DRU5MWHZCTHFGQnhM,和,或者, 
783,《汽车理论》,张冠军,车辆工程,中国大学MOOC,一缕红烟一缕纱,车辆工程,,2021-12-18 13:50:21
784,《船舶辅机》,胡贤民,轮机工程技术/专业课,[无](http://mooc1.chaoxing.com/course/80393629.html?headFid=8759),soft_breeze(洪）,轮机工程技术,妈妈再也不用担心我不会开船啦！（船舶动力系统内辅机的相关知识）,2021-12-28 09:59:44
785,《2020 南京大学计算机系统基础习题课》,蒋炎岩,软件工程,[B站](https://www.bilibili.com/video/BV1qa4y1j7xk),lym_official,初中 信息学竞赛生,讲课很有风趣，而且很细致，虽然我不是大学生（ 但是这位老师是江苏省竞赛省队教练，水平很高,2021-02-08 00:00:00
786,《C语言程序设计》,翁恺,软件工程,[无](https://www.icourse163.org/learn/ZJU-9001?tid=9001#/learn/announce),周鱼,C语言程序设计,清晰易懂,2021-04-20 00:00:00
787,《软件工程》,黑马,软件工程/Java微服务架构,[B站](https://www.bilibili.com/video/BV1LQ4y127n4),热心网民9527,软件工程,该课程是目前在Javaweb微服务领域内讲解最详细的视频了。里面的案例均可实现。,2021-12-19 18:42:28
788,《Operations Research (2): Optimization Algorithms》,孔令傑 (Ling-Chieh Kung),运筹学/优化算法,COURSERA,GentleXiang,交通运输,学完建模基础，再来学习单纯形法等优化算法，豁然开朗！,2021-12-18 11:01:33
789,《Operations Research (1): Models and Applications》,孔令傑 (Ling-Chieh Kung),运筹学/建模基础,COURSERA,GentleXiang,交通运输,比起国内的运筹学上来就是单纯形法，建议先学建模！,2021-12-18 11:00:41
790,《Operations Research (3): Theory》,孔令傑 (Ling-Chieh Kung),运筹学/理论,COURSERA,GentleXiang,交通运输,最后学习运筹学理论部分，柳暗花明又一村！,2021-12-18 11:02:24
791,《信号与系统》,郭宝龙,通信,中国大学MOOC,辣鸡呆马,物联网工程,醍醐灌顶，老师特别有趣,2021-02-08 00:00:00
792,《关于通信的一些原理》,无,通信工程,[B站](https://www.bilibili.com/video/BV1fq4y1g7hq),AHao-Ya,通信工程,关于通信的一些原理，对通信有初步的理解,2021-12-20 12:34:26
793,《通信原理》,杨鸿文,通信工程,[MOOC](https://icc.hep.com.cn/getSystemDepartmentPortal.action 搜索北京邮电大学),Corrain,电子科学与技术,很喜欢杨老师的声音和讲课的节奏，当时学通信原理的时候，杨老师讲的思路很清晰，能够较容易的理解整本书的学习框架以及每部分的内容，总之很推荐的够了。,2021-01-23 00:00:00
794,《路基工程》,方左英、方福森,道路与铁路工程,[B站](https://www.bilibili.com/video/BV1dV411J7Vd),月光宝盒101,路基工程,,2021-06-07 00:00:00
795,《道路勘测设计》,程建川、卞凤兰、于斌、刘洪波、陈飞,道路与铁路工程,[B站](https://www.bilibili.com/video/BV1o84y1F7CR),月光宝盒101,道路勘测设计,王牌专业王牌课阿,2021-06-06 00:00:00
796,《网络与市场中的计算思维》,李晓明 邱泽奇,量化社科,中国大学MOOC,啊啊,社会学（心理学双学位）,对量化社科有简单介绍 话题很有意思 李老师跟邱老师也对相关领域研究很深入 线下上课有配套的python手把手教学 线上试题部分也很灵活,2021-01-16 00:00:00
797,《量子力学》,Leonard Susskind,量子力学,[网易公开课](http://open.163.com/special/opencourse/mechanics.html),Inale,高分子材料与工程,,2021-01-15 00:00:00
798,《货币金融学》,翁舟杰,金融,[中国大学MOOC](https://www.icourse163.org/course/SWUFE-1003017009),莲鲤,会计,课程视频剪辑精良，PPT动画清晰美观，老师讲解生动易懂,2021-01-27 00:00:00
799,《货币银行学》,黄益平,金融,[B站](http://www.chinesemooc.org/mooc/4860),Brian,金融,本课是黄益平教授2014年秋季学期给北大国发院本科金融双学位开的，本课程最大的特点是理论联系实际、案例丰富。其本身就是学术大佬，又出任过花旗董事总经理、巴克莱董事总经理，在15年-18年其又当选为央行货币政策委员会委员。（B站的不全，华文慕课的视频全）,2021-02-07 00:00:00
800,《货币金融学》,谢绵陛,金融学,[中国大学MOOC](https://www.icourse163.org/course/preview/jmu-1206689809/?tid=1207020210),氺来,金融学,可以为金融学建立基本框架，很适合作为入门课程,2021-02-10 00:00:00
801,《金融市场基础知识》,北北,金融市场基础知识,[B站](https://www.bilibili.com/video/BV1Ab411V7iU),Ayzjl,证券初级考试,让我在迷茫的考试不知道如何复习找到了一条小路。就是内容有广告，请看的时候注意甄别,2021-02-08 00:00:00
802,《网络安全》,阿里大佬录制300集网络安全教程,阿里大佬录制300集网络安全教程,B站,呼呼,网络安全,个人感觉老师讲的还可以,2021-12-19 09:51:16
803,《零死角玩转stm32》,刘火良,零死角玩转stm32,[B站](https://www.bilibili.com/video/BV1Xs411g7Aj),灰度,通信工程,起始从stm32固件库入手，对后期stm32固件库编程会有一个具体的认识，各种外设讲解详细有条理，不至于混乱，从51过渡强推,2021-02-07 00:00:00
804,《FreeCAD》,李博明,電子系,[YOUTUBE](https://www.youtube.com/watch?v=m1XeAYdpeIY&list=PLdrYbn8q6soMp_Uc5RdAyXaXqsVtK93p-),lb8023lyyForever,计算机,,2021-02-28 00:00:00
805,《Unix/Linux 作業系統實務》,李博明,電子系,[YOUTUBE](https://www.youtube.com/watch?v=NoGcnqDriHg&list=PLdrYbn8q6soPZ8jcKZ9uZCC5LEfhhFMW9),lb8023lyyForever,计算机,,2021-02-28 00:00:00
806,《「EDA設計流程與整合」》,,電子系,[YOUTUBE](https://www.youtube.com/watch?v=mQR_AriiuNw&list=PLdrYbn8q6soMk-Q_EuK25nBHDKzXGDZKF),lb8023lyyForever, ,,2021-02-28 00:00:00
807,《嵌入式 Linux 作業系統》,李博明,電子系,[YOUTUBE](https://www.youtube.com/watch?v=pn7Akg4C2Nk&list=PLdrYbn8q6soONlL-aEc9b8bKeAtgK0VmB),lb8023lyyForever,计算机,,2021-02-28 00:00:00
808,《初学者的口琴学习入门》,嘉德瑞乐器,音乐,[B站](https://www.bilibili.com/video/BV1hK411H7A1),世界旅行者,24孔复音口琴初学教学,这个视频具有完整的入门教学，一共分10个阶段，根据个人的情况不同可以适当加练，老师讲的非常清楚目前我已经学到第5课，感觉非常好我已经能完整的吹单音曲子了,2021-02-08 00:00:00
809,《基础乐理》,西蒙,音乐,[B站](https://www.bilibili.com/video/BV14p4y1e7TV),L,想学音乐的计算机人,嘎嘎好！说的全是人话！这个是重制版的第二季，它还有前身第一季。, 
810,《音乐教程》,b站三分钟音乐社,音乐,B站,东方月圆,音乐,从零开始学音乐,2021-01-18 00:00:00
